agent_name,starter_1_title,starter_1_id,starter_2_title,starter_2_id,starter_3_title,starter_3_id,starter_4_title,starter_4_id
Payor Account Strategist,Provide detailed analysis clinical evidence,70b4606e-accf-4ac1-a631-307b77b8f5e8,Calculate optimal dosing regimen our,a1328c8a-b221-4b5d-b9f6-6c4b63a1a680,Assess potential drug interactions patient,5755950a-e48f-4f73-8241-58986a49193c,Develop targeted outreach strategy key,26c66f0d-18e5-4e71-b414-497fb8886fa3
Pediatric Clinical Specialist,Design clinical trial protocol focused,301c63bc-95eb-4348-9f4a-36472ed547b6,Outline detailed plan managing trial,8ac93a0c-b170-416a-a414-c51426f0414f,Create checklist data quality assurance,b42f2bd5-6c4f-453b-b516-f95f5a0202fe,Develop patient safety monitoring plan,127d892b-a4e4-46da-9a2d-e3eff992fded
Pediatric Dosing Specialist,Provide detailed calculation appropriate dosing,67d74b54-9761-418b-b349-db3d34264103,Assess potential drug interactions pediatric,21b362fd-1be7-4c4b-b452-abe73c5c3a3e,Review latest evidence-based guidelines use,01ab599c-49a4-4be2-b3a7-a59627b9e24a,Develop safe pharmacotherapy plan pediatric,29e91ef5-27a6-414a-8bcf-53d27675476b
Pediatric Regulatory Advisor,Adult Trials,e7a7c6e4-df67-4267-b9c1-3a7d9ec9cb1d,provide step-by-step guide how develop,67db3d7e-1e57-4e29-87ea-f7a5519f3dc6,Account When Interpreting Fda Regulations,7dcab0d2-f6aa-4038-8e93-ca403ce529c1,can we proactively ensure ongoing,6d2d5f10-b9ca-4e6c-93ee-ed47012ec14c
Peptide Therapeutics Specialist,Design clinical trial protocol novel,faf62037-1345-441b-af7b-1e5fe9904f5f,Outline key steps and best,0c0ed32e-d7bf-4b8f-86d3-40fabd97b40a,Develop comprehensive data quality assurance,f6d60cf3-5d8d-4e35-97ad-68f0394c1b5c,Propose patient safety monitoring framework,33a33f9d-6e4f-48a6-ba47-53890020e83e
Personalized Medicine Specialist,Design a clinical protocol for a phase II trial focused on a personalized medicine approach for pati...,7f85828c-566b-45b4-859c-5bbefc4ffd45,Outline a comprehensive management plan for trial operations that ensures efficient patient recruitm...,cacb4613-def7-400d-9e99-ec26bc0768ab,"Develop a checklist for data quality assurance specific to a personalized medicine study, addressing...",28fa91e7-5d88-4ebb-b0ee-ea98f6403fb5,Create a patient safety monitoring framework for a personalized medicine clinical trial that incorpo...,210f3234-7dc0-4481-828f-b0ab7a9caa0d
Pharmaceutical Technology Specialist,Provide evidence-based medication guidance for managing hypertension in a 65-year-old patient with c...,603b9283-35c0-4a16-8d6d-6743cf361aa0,Calculate the appropriate dosing regimen for a 45-year-old patient with type 2 diabetes who has rena...,dc5ac6bf-1610-4b86-9736-4866ecdc5daf,"Assess potential drug interactions for a patient prescribed atorvastatin, lisinopril, and metformin,...",bcbcad2c-818a-4fbb-8d63-ab7b11a24348,Offer pharmacotherapy decision support for initiating treatment in a patient diagnosed with major de...,4550b185-a623-46cd-b185-4d17241e1ea2
Pharmacogenomics Expert,Design clinical protocol Phase II,43c91d02-fb2a-4645-9d5d-de01f6bb490f,Outline comprehensive trial operations management,5385af31-ba20-406f-b91f-7dcb20afbe93,Develop data quality assurance checklist,4a2a1c9e-9b9d-4757-9022-7bf53b2448ba,Create patient safety maintenance strategy,d3208391-5388-4101-af0f-efe7045afe37
Pharmacokinetics Advisor,Calculate appropriate dosing regimen patient,e7628fd3-7c5f-4fc9-93c0-9ca22119fe2b,Evaluate potential drug-drug interactions patient,2265b2ea-9059-4d9e-a35e-c2f87ca003c1,Assess pharmacokinetic profile new oral,6028d860-c703-4273-b088-47d297ec116d,Provide pharmacotherapy decision support analysis,4613e997-a672-4e07-8095-9e323eb7e9eb
Pharmacology Study Planner,Based latest clinical guidelines,0ec5a8f9-29d1-42a8-ae56-55003bdc1d1b,Evaluate potential drug interactions between,0328f3b5-f1ea-4333-ab49-686f28d7c4bc,Using patient's age,f4b8971b-e4e7-4c86-8086-66732246db91,Given patient history heart failure,3814921e-adbe-4e6a-8baf-df05f6148c31
Policy & Advocacy Director,Develop comprehensive strategy enhance patient,3b47887b-2799-41a2-9616-7ded95ee1411,Analyze current market conditions specific,f7d1c610-96fb-45c0-b115-6a99aa4d8b01,Draft a policy brief...,adcaefa8-92c6-4ab9-ab85-3413b6089718,Create communication plan engaging with,d1a013a1-bd3b-41ad-a8d4-6b200c097861
Population Health Analyst,Analyze the latest clinical trial data on hypertension medications and provide evidence-based recomm...,5760be34-02f9-4432-b25e-2e1f44942a20,Calculate the appropriate dosing regimen for a 65-year-old patient with renal impairment who is star...,141b0a76-bd1a-437a-b94f-28d2f9be402d,Assess potential drug interactions for a patient currently taking atorvastatin and lisinopril who ha...,c95f1171-fdca-4463-9ded-0bb55a29e424,Provide a detailed report on the cost-effectiveness of a new biologic treatment compared to standard...,14710b0e-e105-4db1-a451-c256789604b8
Post-Approval Change Manager,What are the key steps to develop a submission strategy for a new drug application in light of recen...,5e97994e-9289-4d4a-98c9-a195eee04a26,Can you provide an analysis of how the latest FDA regulations impact our current clinical trial prot...,75556bb7-e6ad-4a52-8acc-ba1b35d7a392,Outline a compliance checklist for our post-approval changes to ensure adherence to FDA requirements...,0ce6b1e3-ddab-4ef0-907c-2a6bfd5cf603,How can we strategically navigate potential regulatory hurdles when planning to launch a digital hea...,2da14a26-0678-4ee9-8ad5-c7685a253fbf
Post-Marketing Commitment Coordinator,Consider When Developing Our Submission,e6922540-fb7f-4659-9f32-b6e868b6c7b9,provide step-by-step plan interpreting recent,461d3321-68ac-4bbe-92f8-4008ec20eaab,Outline comprehensive approach assess our,31bf9cde-23b6-4b74-92cf-b09378b3c16b,Develop strategic framework communicating our,b81ab486-2334-42a0-b7ce-8ed9f527c0f6
Post-Marketing Surveillance Coordinator,Analyze recent adverse event reports,c32208a7-b9cc-46ba-a7a5-5dbc070158a7,Prepare detailed benefit-risk assessment our,2f61251c-6068-4330-8e66-605d9a27b507,Draft comprehensive safety report summarizing,529f9d47-8758-4e1b-9c8f-ce661b020e58,Implement proactive monitoring plan using,38f85934-1cc7-4620-823f-8e4fe03b57df
Predictive Modeling Specialist,Using patient demographic data and,41f02f20-95ba-4616-a42a-1a5a92730690,Calculate appropriate dosing regimen 75,47bf626a-401e-43d8-b02b-d84baa172573,Assess interaction between atorvastatin and,325c22c7-3f57-440f-b7fc-36a62f097054,Develop pharmacotherapy decision support tool,0b810d24-7e4b-44f8-afb5-31c1270016aa
Pricing Analyst,Analyze pricing strategies our top,c012844a-4e79-49b0-9218-ba62bb47c3f9,Using elasticity modeling,34a49cb2-0b98-4d6e-9bd1-090ade9100a3,Evaluate the current market...,3b5ab685-6154-4282-957d-1fa1f072d683,Conduct comprehensive competitive analysis emerging,88d16413-a0c9-4771-a4d1-1da508474c07
Pricing Strategy Advisor,pricing strategies can we implement,86c2eeb8-c19e-4476-b0f2-8f60d0f51a74,Maximize Patient Adherence While Considering,edf02e22-149a-4dcb-8c67-79cb108e12e2,Accommodate Potential Drug Interactions Identified,f63cb33a-a87c-482f-8a81-74a046ca548e,Ensure Our Pricing Aligns With,6a036123-c3e6-46fa-ad31-18fe7c58e2ad
Pricing Strategy Director,Analyze pricing strategies our top,91039784-3294-46f4-9725-84697569ea6e,Develop comprehensive pricing strategy our,413bb976-9eab-417b-abde-715783a18385,Conduct profitability analysis our existing,aaab1e75-43d8-4dbe-9078-92d74091e519,Create market analysis report that,d74dcb76-4f5b-4e55-bb35-427735d72171
Prior Authorization Manager,Analyze the current prior...,eb7b9a62-12ee-4f45-b1d1-64fe2cc038e3,Develop step-by-step guide healthcare providers,7e66035e-f952-4deb-b67c-fbfcc942a6c4,Create report impact recent,5747cac9-e3c5-466d-a437-5273adc181b4,Design outreach program educate patients,afcba763-825f-46db-99fe-b52efb54f310
Prior Authorization Navigator,Provide evidence-based guidelines obtaining prior,2a77baac-7949-45df-a4ea-3794332e9403,Calculate correct dosing regimen patient,79c7b578-ac00-4c8b-82c7-7153bb582b5c,Identify potential drug interactions between,bb4a172d-cdd8-4959-9384-c9a336669bd8,Assist formulating pharmacotherapy decision support,f303805e-bd6a-491c-9a8d-1ed43ac8f997
Privacy Officer,What steps should a pharmaceutical company take to ensure compliance with GDPR when collecting patie...,dfb284da-d5c8-47d7-812c-5575486c1825,Can you provide a detailed checklist for assessing drug interactions for a new medication being deve...,7aeea269-d4c2-4e3b-85e9-bbda4a9e0642,What specific regulatory requirements must be met for a digital health app that stores sensitive pat...,f896c2d8-4962-4ed6-b342-906d8f16e0c8,How should a company document and mitigate potential privacy risks associated with patient data in p...,1290b780-e1dd-4946-a1d4-a4365f10fa1b
Process Development Engineer,Evaluate evidence-based medication guidelines treating,5da739ce-f254-4d20-a83e-99b7acd66f36,Calculate appropriate dosage new anticoagulant,dd233359-8157-4610-b3b7-38a4d0913680,Assess potential drug interactions patient,c4380a45-958b-4ed3-a4bd-735256d9e694,Develop pharmacotherapy decision support framework,ac89c7b0-a6e5-4389-b41d-7c18e4eefd5b
Process Optimization Analyst,Analyze current production workflow identify,ee2e6d04-5bd2-4d20-a257-e9e6e52f931c,Calculate optimal dosing regimen new,f5237759-222f-4291-8a8e-5bc152b21409,Assess potential drug interactions recently,713a474e-0cd4-4872-8b25-12a0a816bd1c,Develop pharmacotherapy decision support tool,96ce0558-aeaf-4652-a5d8-169a10cf0a37
Procurement Strategist,Analyze our current drug supplier contracts and identify opportunities for cost reduction while main...,8fea7698-0da2-4b38-9502-795548b42b00,"Develop a strategic sourcing plan for acquiring new biotech research materials, considering supplier...",879655d5-f34d-430a-a4e0-cb3a9bf4d921,Assess potential drug interactions for a new medication we are considering adding to our product lin...,6fc8c3f6-ba8e-4416-a6bc-fe87f6cc4978,Design a procurement strategy that integrates digital health solutions to streamline our supply chai...,e05831cb-03af-4fe2-9b2f-57857012c7c8
Product Launch Strategist,Outline step-by-step commercial launch plan,5e0c8754-91b7-4e83-852c-a323af379223,Develop comprehensive execution timeline launching,13a99df2-5ffc-42ed-b5ea-97b2bfe3df43,Provide detailed medication guidance framework,ea1d6ad4-77c2-4bfc-94bc-a8a64ee350dd,Analyze pharmacotherapy decision support needs,4c7454b4-68ef-4060-95fb-623dc319f23c
Production Scheduler,Analyze current production schedule our,c9190261-f393-494c-9755-3f7e5e097a84,Provide detailed dosing calculation our,f4192061-090b-4f76-942c-8f72692acda1,Assess potential drug interactions our,74e89209-d18f-484b-b805-7903d8665019,Generate prioritized action plan implementing,862c20bb-6bcc-4d96-a8c7-16362e13c554
Project Coordination Agent,Create detailed project timeline clinical,a901caaa-684f-41a7-9840-467748392411,Develop status report template tracking,99e254f1-ae31-4661-990c-fc05b10e783d,Draft communication plan engaging with,eaa07139-bf19-44f0-94b9-f7ac78526435,Outline process coordinating feedback from,d017cbfd-02d6-470c-8b08-dd507b957743
Promotional Material Developer,Create promotional brochure highlighting benefits,c5e8d33d-cf6c-43a0-9a22-6a436095c25b,Develop training module pharmaceutical sales,f7b3ce23-ce86-404c-8aa7-cd988a3482be,Design digital infographic that illustrates,d23d5aed-5942-42f6-bfb8-45e0c7d64c1f,Prepare comprehensive email campaign targeting,00bb576b-b94d-4e38-9c94-6f2136d4d888
Publication Planner,Outline detailed plan engaging key,08fc3acf-8035-46ed-97c8-499ae5330c1c,Develop publication strategy our upcoming,fd76f665-84a8-4ef0-802f-54be4c075f2f,Create comprehensive review existing medical,4fa1cd42-e383-4502-b1c9-01b871b563ac,Draft step-by-step guide our team,3bc1ec74-1131-444b-bf58-9c13ae9ff074
comparability_study_designer,Provide detailed analysis dosing regimens,e2cd5003-8006-455b-9016-d07e641b99ad,Assess potential drug interactions between,9adaae5d-ce87-444f-bbf0-65f5c61ff509,Generate pharmacotherapy decision support framework,5472c117-9630-4454-b809-e746dbf86638,Design comparability study protocol evaluate,f7698683-df4c-44bd-be54-3e15b9864ee2
formulation_development_scientist,Provide detailed formulation strategy stable,c367830e-43da-4e3d-9111-0da70ed73493,Calculate appropriate dosing regimen pediatric,1c77529d-d520-4ca8-8cd4-8cae3ea245cd,Assess potential drug interactions patient,dffea24b-7f57-4424-af46-29a5e67107e0,Outline step-by-step approach developing novel,db4b2c5f-6055-4cb1-85f5-e3729ae05f7a
mRNA Vaccine Expert,"Design a clinical trial protocol for a novel mRNA vaccine targeting a new strain of influenza, ensur...",9c22d3bd-749e-4706-bf1e-acae73224cd5,"Outline a comprehensive operational plan for managing a phase 3 clinical trial of an mRNA vaccine, i...",f522aa96-6e0c-410c-b1b2-52830aadaf4e,Develop a checklist for ensuring data quality assurance in the collection and analysis of clinical t...,2916c98f-c425-4b77-b9bd-8ca4c4cdcc8a,"Create a patient safety monitoring plan for an ongoing clinical trial of an mRNA vaccine, detailing ...",7b875d3d-e602-46e1-ae47-6a5a286550b5
oligonucleotide_therapy_specialist,Design clinical protocol Phase II,e7753128-ccfc-4f7b-a9e4-9a3173009c2e,Outline key operational steps needed,70d4d2ff-bb5c-4c76-977f-518299a75ae6,Develop checklist data quality assurance,5001e9af-e7ef-438a-999b-26c1914efa02,Create comprehensive plan maintaining patient,eef51a12-4a74-4a0a-a0d4-d531db1b32ae
